,DateTime,Judul,link,News
0,"Kompas.com - 03/04/2020, 22:02 WIB",Harga Emas Antam Bisa Tembus Rp 1 Juta Per Gram?,https://money.kompas.com/read/2020/04/03/220200126/harga-emas-antam-bisa-tembus-rp-1-juta-per-gram-?page=all#page2,"JAKARTA, KOMPAS.com - Harga emas batangan bersertifikat Antam keluaran Logam Mulia PT Aneka Tambang Tbk (ANTM) pada Jumat (3/4/2020) kembali pecahkan rekor tertinggi. Beberapa kalangan menilai kenaikan emas Antam berpotensi kembali berlanjut dan menguji level psikologis baru.Merujuk situs Logam Mulia, harga pecahan satu gram emas Antam naik Rp 26.000 menjadi Rp 944.000. Kenaikan juga terjadi untuk harga pembelian kembali atau buyback. Tercatat harga buyback emas Antam mengalami kenaikan Rp 23.000 menjadi Rp 845.000.Analis Global Kapital Investama Alwi Assegaf menuturkan emas Antam masih akan berada dalam tren bullish ke depannya. Ia menilai selama persebaran virus corona belum ada indikasi mereda, harga emas Antam masih akan prospektif.“Dengan Amerika Serikat (AS) menjadi episentrum persebaran virus corona akan membuat investor kembali melirik dolar AS. Penguatan dolar AS akan menopang harga emas Antam,” tutur Alwi ketika dihubungi Kontan.co.id, Jumat (3/4).Terlebih lagi Alwi menyebut harga emas spot dunia juga terhitung cukup tinggi. Sehingga kedua faktor tersebut akan menguntungkan sekaligus menjaga tren bullish emas Antam.Sebagai informasi, merujuk Bloomberg, harga emas spot saat ini berada di level US$ 1.611,27 per ons troi.Alwi juga menambahkan tren bullish emas Antam ini akan terus menguji level resistance baru. Untuk jangka pendek Alwi bilang emas Antam akan menguji level resistance Rp 950.000 per gram.“Tapi bukan tidak mungkin, emas Antam akan menguji level psikologis Rp 1.000.000 per gram,” tambah Alwi.Berbeda dengan Alwi, analis Hfx Berjangka Ady Phangestu melihat kenaikan emas Antam saat ini justru bersifat sementara. Akan tetapi, Ady juga tak menampik emas Antam akan menguji level psikologis Rp 1.000.000.“Level tersebut saya pikir baru mungkin terjadi ketika sudah memasuki semester II. Sehingga bagi pemegang emas Antam, sebaiknya jual emas ketika sudah berada di level psikologis tersebut,” kata Ady.Alwi menyebutkan prospek emas Antam masih akan cukup cerah walau ada bayang-bayang terkoreksi. Koreksi tersebut dinilai Alwi akan terjadi ketika pandemi corona sudah mereda.Pasalnya investor akan kembali beralih ke aset berisiko setelah keadaan pasar relatif stabil.“Rupiah akan kembali menguat karena masuknya dana asing ke pasar obligasi dan pasar modal. Dengan begitu emas Antam bisa terkoreksi,” sebut Alwi.Tapi Alwi juga menegaskan akan ada kemungkinan emas spot kembali menguat setelah virus corona mereda. Hal ini disebabkan akan ada stimulus jor-joran dari bank sentral dunia yang bisa mendorong harga emas naik lagi.“Sehingga tidak akan mengubah tren bullish emas Antam, koreksi yang terjadi hanya sesaat. Pada akhir tahun kemungkinan besar level Rp 1 juta masih bisa akan dicapai oleh emas Antam,” pungkas Alwi. (Hikma Dirgantara | Herlina Kartika Dewi)Artikel ini telah tayang di Kontan.co.id dengan judul: Analis sebut harga emas Antam bisa sentuh level Rp 1 juta"
1,"Thursday, March 26, 2020       09:32 WIB","Harga Emas Antam Kian Menguat, Dihargai Rp924.000 Per Gram","https://www.indopremier.com/ipotnews/newsDetail.php?jdl=Harga_Emas_Antam_Kian_Menguat__Dihargai_Rp924_000_Per_Gram&news_id=117423&group_news=IPOTNEWS&taging_subtype=PG002&name=&search=y_general&q=,&halaman=1","Ipotnews - Pada hari ini, Kamis (26/3), harga emas dari PT Aneka Tambang (Persero) Tbk (ANTM
) kembali melanjutkan tren penguatannya. Tercatat harga Emas ANTM
menguat Rp5.000 per gram dari Rp919.000 menjadi Rp924.000 per gram. Kemudian untuk harga perak juga menguat lagi sebesar Rp200 per gram dari Rp8.000 menjadi Rp8.200.
Sedangkan harga buy back emas ANTM
juga menguat Rp1.000 per gram dari Rp836.000 menjadi Rp837.000.
Mengacu pada PMK No 34/PMK.10/2017, penjualan kembali emas batangan ke PT ANTAM Tbk (ANTM
) dengan nominal lebih dari Rp10 juta, dikenakan PPh 22 sebesar 1,5 persen (untuk pemegang NPWP dan 3 persen untuk non NPWP ). PPh 22 atas transaksi buy back dipotong langsung dari total nilai buy back.
Dikutip dari situs logammulia.com, secara rinci harga emas Antam di pasar spot yaitu :
1. Emas batangan seberat 0,5 gram sebesar Rp486.500,
2. Emas batangan seberat 1 gram sebesar Rp924.000,
3. Emas batangan seberat 2 gram sebesar Rp1.797.000,
4. Emas batangan seberat 3 gram sebesar Rp2.674.000,
5. Emas batangan seberat 5 gram sebesar Rp4.440.000,
6. Emas batangan seberat 10 gram sebesar Rp8.815.000,
7. Emas batangan seberat 25 gram sebesar Rp21.930.000,
8. Emas batangan seberat 50 gram sebesar Rp43.785.000,
9. Emas batangan seberat 100 gram sebesar Rp87.500.000.
(Marjudin)

"
2,"Tuesday, March 24, 2020       09:34 WIB","Jadi Rp861 Ribu, Harga Emas Antam Mengembang Rp28 Ribu/Gram",https://www.indopremier.com/ipotnews/newsDetail.php?jdl=Jadi_Rp861_Ribu__Harga_Emas_Antam_Mengembang_Rp28_Ribu_Gram&news_id=117349&group_news=IPOTNEWS&taging_subtype=KOMODITAS&name=&search=y_general&q=emasantam&halaman=1,"Ipotnews - Harga emas dari PT Aneka Tambang Tbk (ANTM
) dibuka menguat tajam dan menembus rekor baru. Tercatat harga Emas ANTM
menguat Rp28.000 per gram dari Rp861.000 menjadi Rp919.000.
Kemudian untuk harga perak juga menguat signifikan Rp450 per gram dari Rp7.550 menjadi Rp8.000.
Untuk buy back emas ANTM
juga menguat Rp26.000 per gram dari Rp780.000 menjadi Rp836.000. Mengacu pada PMK No 34/PMK.10/2017, penjualan kembali emas batangan ke PT ANTAM Tbk (ANTM
) dengan nominal lebih dari Rp10 juta, dikenakan PPh 22 sebesar 1,5 persen (untuk pemegang NPWP dan 3 persen untuk non NPWP ). PPh 22 atas transaksi buy back dipotong langsung dari total nilai buy back.
Dikutip dari situs logammulia.com, secara rinci harga emas Antam di pasar spot yaitu :
1. Emas batangan seberat 0,5 gram sebesar Rp484.000,
2. Emas batangan seberat 1 gram sebesar Rp919.000,
3. Emas batangan seberat 2 gram sebesar Rp1.787.000,
4. Emas batangan seberat 3 gram sebesar Rp2.659.000,
5. Emas batangan seberat 5 gram sebesar Rp4.415.000,
6. Emas batangan seberat 10 gram sebesar Rp8.765.000,
7. Emas batangan seberat 25 gram sebesar Rp21.805.000,
8. Emas batangan seberat 50 gram sebesar Rp43.535.000,
9. Emas batangan seberat 100 gram sebesar Rp87.000.000.(Marjudin)

"
3,"Selasa, 24 Maret 2020 / 09:29 WIB","Wow, harga emas Antam tembus Rp 919.000 per gram hari ini",https://investasi.kontan.co.id/news/wow-harga-emas-antam-tembus-rp-919000-per-gram-hari-ini,"KONTAN.CO.ID - JAKARTA. Harga emas batangan bersertifikat Antam keluaran Logam Mulia PT Aneka Tambang Tbk (ANTM) terbang tinggi pada Selasa (24/3).  Mengutip situs Logam Mulia, harga pecahan satu gram emas Antam berada di Rp 919.000 pada pukul 09.07 WIB. Harga emas Antam ini melesat Rp 28.000 per gram dari harga Senin (23/3) sore pada Rp 891.000. Sementara, harga pembelian kembali atau buyback emas Antam juga melonjak Rp 26.000 jadi Rp 836.000 dari posisi tadi pagi. Berikut harga emas batangan Antam dalam pecahan lainnya per hari ini dan belum termasuk pajak:   Harga emas 0,5 gram: Rp 484.000 Harga emas 1 gram: Rp 919.000 Harga emas 5 gram: Rp 4.415.000 Harga emas 10 gram: Rp 8.765.000 Harga emas 25 gram: Rp 21.805.000 Harga emas 50 gram: Rp 43.535.000 Harga emas 100 gram: Rp 87.000.000 Harga emas 250 gram: Rp 217.250.000 Harga emas 500 gram: Rp 434.300.000 Harga emas 1.000 gram: Rp 868.600.000 Keterangan:  Logam Mulia Antam menjual emas dan perak batangan dalam beberapa ukuran berat (misalnya 1 gram, 2 gram, dan 500 gram). Biasanya harga per gram emas Antam akan berbeda tergantung berat batangnya. Perbedaan ini terjadi karena ada biaya tambahan untuk pencetakan, sehingga harga per gram emas Antam batang kecil lebih mahal dari batang yang lebih besar. Harga yang ada di sini adalah harga per gram emas batang 1 kilogram yang biasa dijadikan patokan pelaku bisnis emas Harga Emas melonjak naik Rp 25.000 menjadi Rp 826.000 per gram             "
4,"Saturday, March 21, 2020       14:42 WIB",Emas Antam cetak rekor baru setelah melejit Rp 11.000 ke Rp 870.000,"https://www.indopremier.com/ipotnews/newsDetail.php?jdl=Emas_Antam_cetak_rekor_baru_setelah_melejit_Rp_11_000_ke_Rp_870_000&news_id=368293&group_news=RESEARCHNEWS&taging_subtype=ANTM&name=&search=y_general&q=AnekaTambang,%20&halaman=1","JAKARTA. Harga emas batangan bersertifikat Antam keluaran Logam Mulia PT Aneka Tambang Tbk (ANTM
) cetak rekor baru setelah naik pada Sabtu (21/3).
Mengutip situs Logam Mulia, harga pecahan satu gram emas Antam berada di Rp 870.000. Harga emas Antam ini naik Rp 11.000 per gram dari harga Jumat (20/3) di Rp 859.000.
Catatan saja, pada Jumat lalu, harga emas Antam naik dua kali. Pada pagi hari, harga emas Antam masih di Rp 824.000 per gram, namun pada pukul 14.18 WIB, harganya melonjak Rp 35.000 per gram menjadi Rp 859.000.
Sementara, harga pembelian kembali atau  buyback  emas Antam juga naik Rp 13.000 jadi Rp 791.000.
Berikut harga emas batangan Antam dalam pecahan lainnya per hari ini dan belum termasuk pajak:
Harga emas 0,5 gram: Rp 459.500
Harga emas 1 gram: Rp 870.000
Harga emas 5 gram: Rp 4.170.000
Harga emas 10 gram: Rp 8.275.000
Harga emas 25 gram: Rp 20.580.000
Harga emas 50 gram: Rp 41.085.000
Harga emas 100 gram: Rp 82.100.000
Harga emas 250 gram: Rp 205.000.000
Harga emas 500 gram: Rp 409.800.000
Harga emas 1.000 gram: Rp 819.600.000

"
5,"Saturday, March 21, 2020       14:42 WIB","Cetak rekor tertinggi, sebaiknya tahan dulu untuk beli emas Antam","https://www.indopremier.com/ipotnews/newsDetail.php?jdl=Cetak_rekor_tertinggi__sebaiknya_tahan_dulu_untuk_beli_emas_Antam_&news_id=368294&group_news=RESEARCHNEWS&taging_subtype=ANTM&name=&search=y_general&q=AnekaTambang,%20&halaman=1","JAKARTA. Harga emas logam mulia PT Aneka Tambang Tbk (ANTM
) kembali menyentuh level tertinggi sepanjang masa. Sabtu (21/3), harga emas berada di Rp 870.000 per gram. Tren penguatan harga emas logam mulia disinyalir masih akan berlanjut sepanjang semester I tahun ini.
Kenaikan harga emas Antam sejatinya sudah terlihat sejak Jumat (20/3). Harga emas Antam pada Jumat bahkan telah naik dua kali. Pada pagi hari harga emas Antam masih di Rp 824.000 per gram. Namun pada pukul 14.18 WIB harga emas Antam kembali melonjak ke Rp 859.000 per gram atau naik Rp 35.000.
Kenaikan harga emas Antam menurut Ibrahim Direktur TRFX Garuda Berjangka karena pelemahan rupiah. Rupiah di pasar spot kemarin memang sempat berada di level Rp 16.000 per dollar AS. Tapi pada penutupan kurs rupiah di pasar spot di Rp 15.960 per dollar AS. ""Kalau dihitung harga emas di bursa Comex pun masih US$ 1.488 per ons troi,"" ujar dia, Sabtu (21/3).
Ibrahim menegaskan, kenaikan harga emas dunia sejatinya masih dalam tren mendatar. Sebab sebagian pelaku pasar masih cenderung melepas aset dan memegang dana tunai ( cash ). ""Sekarang tren masih  cash is the king  karena ketidakpastian,"" kata dia.
Fundamental rupiah yang juga masih akan bergerak melemah membuat emas Antam akan terus menguat. ""Pekan depan saya memperkirakan harga emas bisa ke Rp 900.000 per per gram,"" prediksi Ibrahim. Ini dengan asumsi dollar terus perkasa. Nampak dari dollar indeks yang terus menguat. Jumat (20/3), dollar indeks sempat di 102,82. Prediksi Ibrahim, pekan depan dollar indeks bisa kembali naik ke level 105.
Kenaikan harga emas bahkan bisa ke level Rp 1 juta per gram sepanjang semester I tahun ini. ""Selama ketidakpastian maka logam mulia akan naik karena rupiah melemah,"" terang Ibrahim. Harga emas spot pun menurutn Ibrahim pekan dengan justru akan kembali ke US$ 1.427 per ons troi.
Meski trennya naik, Ibrahim menyarankan, tahan dulu untuk membeli emas Antam. ""Sebaiknya tunggu turun ke Rp 800.000 per gram,"" rekomendasi dia. Saat ini menurut dia, harga emas sudah terlalu tinggi dan tidak diimbangi dengan fundamental yang kuat yakni permintaan dan suplai.
Bahkan yang menjual emas akan jauh lebih banyak. Sekedar informasi, harga buyback emas Antam di Rp 791.000 per gram, naik Rp 13.000 per gram pada Sabtu (21/3).

"
6,error ya,error ya,error,error ya
7,"Sabtu, 21 Maret 2020 / 14:06 WIB","Cetak rekor tertinggi, sebaiknya tahan dulu untuk beli emas Antam",https://investasi.kontan.co.id/news/cetak-rekor-tertinggi-sebaiknya-tahan-dulu-untuk-beli-emas-antam,"KONTAN.CO.ID - JAKARTA. Harga emas logam mulia PT Aneka Tambang Tbk (ANTM) kembali menyentuh level tertinggi sepanjang masa. Sabtu (21/3), harga emas berada di Rp 870.000 per gram. Tren penguatan harga emas logam mulia disinyalir masih akan berlanjut sepanjang semester I tahun ini.   Kenaikan harga emas Antam sejatinya sudah terlihat sejak Jumat (20/3). Harga emas Antam pada Jumat bahkan telah naik dua kali. Pada pagi hari harga emas Antam masih di Rp 824.000 per gram. Namun pada pukul 14.18 WIB harga emas Antam kembali melonjak ke Rp 859.000 per gram atau naik Rp 35.000.  Kenaikan harga emas Antam menurut Ibrahim Direktur TRFX Garuda Berjangka karena pelemahan rupiah. Rupiah di pasar spot kemarin memang sempat berada di level Rp 16.000 per dollar AS. Tapi pada penutupan kurs rupiah di pasar spot di Rp 15.960 per dollar AS. ""Kalau dihitung harga emas di bursa Comex pun masih US$ 1.488 per ons troi,"" ujar dia, Sabtu (21/3).  Ibrahim menegaskan, kenaikan harga emas dunia sejatinya masih dalam tren mendatar. Sebab sebagian pelaku pasar masih cenderung melepas aset dan memegang dana tunai (cash). ""Sekarang tren masih cash is the king karena ketidakpastian,"" kata dia.  Fundamental rupiah yang juga masih akan bergerak melemah membuat emas Antam akan terus menguat. ""Pekan depan saya memperkirakan harga emas bisa ke Rp 900.000 per per gram,"" prediksi Ibrahim. Ini dengan asumsi dollar terus perkasa. Nampak dari dollar indeks yang terus menguat. Jumat (20/3), dollar indeks sempat di 102,82. Prediksi Ibrahim, pekan depan dollar indeks bisa kembali naik ke level 105.  Kenaikan harga emas bahkan bisa ke level Rp 1 juta per gram sepanjang semester I tahun ini. ""Selama ketidakpastian maka logam mulia akan naik karena rupiah melemah,"" terang Ibrahim. Harga emas spot pun menurutn Ibrahim pekan dengan justru akan kembali ke US$ 1.427 per ons troi.  Meski trennya naik, Ibrahim menyarankan, tahan dulu untuk membeli emas Antam. ""Sebaiknya tunggu turun ke Rp 800.000 per gram,"" rekomendasi dia. Saat ini menurut dia, harga emas sudah terlalu tinggi dan tidak diimbangi dengan fundamental yang kuat yakni permintaan dan suplai.  Bahkan yang menjual emas akan jauh lebih banyak. Sekedar informasi, harga buyback emas Antam di Rp 791.000 per gram, naik Rp 13.000 per gram pada Sabtu (21/3).               "
8,error,error,error,error
9,"Sabtu, 21 Maret 2020 / 09:59 WIB",Emas Antam cetak rekor baru setelah melejit Rp 11.000 ke Rp 870.000,https://investasi.kontan.co.id/news/emas-antam-cetak-rekor-baru-setelah-melejit-rp-11000-ke-rp-870000,"KONTAN.CO.ID - JAKARTA. Harga emas batangan bersertifikat Antam keluaran Logam Mulia PT Aneka Tambang Tbk (ANTM) cetak rekor baru setelah naik pada Sabtu (21/3).  Mengutip situs Logam Mulia, harga pecahan satu gram emas Antam berada di Rp 870.000. Harga emas Antam ini naik Rp 11.000 per gram dari harga Jumat (20/3) di Rp 859.000.  Catatan saja, pada Jumat lalu, harga emas Antam naik dua kali. Pada pagi hari, harga emas Antam masih di Rp 824.000 per gram, namun pada pukul 14.18 WIB, harganya melonjak Rp 35.000 per gram menjadi Rp 859.000. Sementara, harga pembelian kembali atau buyback emas Antam juga naik Rp 13.000 jadi Rp 791.000.   Berikut harga emas batangan Antam dalam pecahan lainnya per hari ini dan belum termasuk pajak:     Keterangan:  
Logam Mulia Antam menjual emas dan perak batangan dalam beberapa ukuran berat (misalnya 1 gram, 2 gram, dan 500 gram). Biasanya harga per gram emas Antam akan berbeda tergantung berat batangnya. Perbedaan ini terjadi karena ada biaya tambahan untuk pencetakan, sehingga harga per gram emas Antam batang kecil lebih mahal dari batang yang lebih besar. Harga yang ada di sini adalah harga per gram emas batang 1 kilogram yang biasa dijadikan patokan pelaku bisnis emas             "
